edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_anual,impacto_economico
39,No,Travel_Rarely,Research & Development,1,Master,Medical,Alta,Muy_Alta,3,Healthcare Representative,Muy_Alta,Divorced,9613,0,No,17,Alta,Baja,3,19,5,18,3,7,115356,24224.76
36,No,Non-Travel,Research & Development,24,Universitaria,Life Sciences,Media,Alta,2,Laboratory Technician,Alta,Married,5674,7,No,15,Alta,Alta,1,11,3,9,0,8,68088,13889.952
32,No,Travel_Rarely,Sales,7,Secundaria,Life Sciences,Muy_Alta,Media,2,Sales Executive,Media,Married,5484,1,No,14,Alta,Alta,1,13,3,13,4,8,65808,13424.831999999999
38,No,Travel_Rarely,Research & Development,25,Secundaria,Life Sciences,Baja,Media,3,Research Director,Media,Married,12061,3,No,17,Alta,Alta,1,19,2,10,0,1,144732,30393.719999999998
58,No,Non-Travel,Research & Development,1,Primaria,Life Sciences,Muy_Alta,Baja,2,Healthcare Representative,Baja,Divorced,5660,2,Yes,13,Alta,Muy_Alta,1,12,2,5,1,2,67920,13855.679999999998
31,No,Travel_Rarely,Research & Development,5,Universitaria,Technical Degree,Alta,Alta,1,Research Scientist,Alta,Married,4821,0,Yes,12,Alta,Alta,1,6,4,5,0,3,57852,11801.807999999999
31,No,Travel_Rarely,Human Resources,2,Secundaria,Human Resources,Baja,Media,2,Human Resources,Media,Married,6410,3,No,12,Alta,Muy_Alta,0,9,1,2,1,0,76920,16153.199999999999
45,No,Travel_Frequently,Research & Development,7,Universitaria,Life Sciences,Baja,Alta,3,Laboratory Technician,Alta,Divorced,5210,1,No,18,Alta,Baja,1,24,2,24,9,11,62520,12754.08
31,No,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Divorced,2695,0,Yes,18,Alta,Media,1,3,2,2,2,2,32340,6370.9800000000005
33,No,Travel_Frequently,Research & Development,5,Universitaria,Life Sciences,Muy_Alta,Alta,3,Manager,Alta,Married,11878,6,No,11,Alta,Media,2,12,2,10,8,8,142536,29932.559999999998
39,No,Travel_Rarely,Research & Development,10,Universitaria,Medical,Alta,Alta,4,Manager,Alta,Married,17068,1,Yes,14,Alta,Muy_Alta,0,21,3,21,11,10,204816,43011.36
43,No,Travel_Frequently,Research & Development,10,Universitaria,Life Sciences,Alta,Alta,1,Laboratory Technician,Alta,Single,2455,0,No,19,Alta,Baja,0,9,5,8,1,7,29460,4743.06
49,No,Travel_Rarely,Research & Development,1,Secundaria,Technical Degree,Alta,Media,4,Healthcare Representative,Media,Single,13964,7,Yes,12,Alta,Muy_Alta,0,25,2,7,0,7,167568,35189.28
52,Yes,Travel_Rarely,Research & Development,8,Secundaria,Medical,Alta,Media,2,Research Scientist,Media,Married,4941,2,No,15,Alta,Baja,0,11,3,8,7,7,59292,12095.568
27,No,Travel_Rarely,Research & Development,5,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Single,2478,1,Yes,12,Alta,Media,0,4,2,4,1,2,29736,4787.496
32,No,Travel_Rarely,Sales,8,Universitaria,Technical Degree,Alta,Media,2,Sales Executive,Media,Married,5228,1,Yes,11,Alta,Muy_Alta,0,13,2,13,11,9,62736,12798.143999999998
27,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4478,1,Yes,11,Alta,Baja,0,5,3,5,0,4,53736,10962.143999999998
31,No,Travel_Rarely,Sales,7,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,7547,4,No,12,Alta,Muy_Alta,3,13,3,7,1,7,90564,19018.44
32,No,Travel_Rarely,Research & Development,2,Master,Medical,Baja,Muy_Alta,2,Research Scientist,Muy_Alta,Single,5055,7,No,16,Alta,Alta,0,10,0,7,0,7,60660,12374.64
28,Yes,Travel_Rarely,Research & Development,2,Primaria,Medical,Baja,Baja,1,Research Scientist,Baja,Married,3464,5,Yes,13,Alta,Muy_Alta,0,5,4,3,2,2,41568,8188.896000000001
30,No,Travel_Rarely,Research & Development,28,Universitaria,Medical,Muy_Alta,Alta,2,Research Scientist,Alta,Married,5775,1,No,13,Alta,Muy_Alta,2,11,2,10,1,9,69300,14137.199999999999
31,No,Travel_Frequently,Research & Development,7,Secundaria,Life Sciences,Alta,Media,3,Manufacturing Director,Media,Married,8943,1,No,24,Muy_Alta,Baja,1,10,2,10,8,9,107316,22536.36
39,No,Travel_Frequently,Research & Development,7,Secundaria,Medical,Alta,Media,5,Manager,Media,Married,19272,1,No,15,Alta,Baja,1,21,2,21,13,3,231264,48565.439999999995
39,Yes,Travel_Rarely,Sales,3,Universitaria,Medical,Muy_Alta,Alta,2,Sales Executive,Alta,Married,5238,4,Yes,18,Alta,Baja,0,12,3,1,0,0,62856,12822.624
33,No,Travel_Frequently,Sales,10,Secundaria,Marketing,Media,Media,2,Sales Executive,Media,Single,4682,3,No,14,Alta,Alta,0,9,6,7,0,1,56184,11461.536
47,No,Travel_Rarely,Research & Development,5,Universitaria,Life Sciences,Muy_Alta,Alta,5,Research Director,Alta,Married,18300,4,No,11,Alta,Media,1,21,2,3,1,1,219600,46116.0
43,No,Travel_Frequently,Research & Development,10,Secundaria,Life Sciences,Alta,Media,2,Laboratory Technician,Media,Divorced,5257,1,No,11,Alta,Media,1,9,3,9,0,0,63084,12869.135999999999
27,No,Non-Travel,Sales,1,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Married,6349,0,Yes,13,Alta,Muy_Alta,1,6,0,5,1,4,76188,15999.48
54,No,Travel_Frequently,Research & Development,20,Universitaria,Life Sciences,Muy_Alta,Alta,2,Research Scientist,Alta,Single,4869,3,No,12,Alta,Muy_Alta,0,20,4,4,0,3,58428,11919.312
43,No,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,Alta,Alta,3,Healthcare Representative,Alta,Married,9985,8,No,16,Alta,Baja,1,10,1,1,0,0,119820,25162.2
45,No,Travel_Rarely,Research & Development,8,Universitaria,Other,Muy_Alta,Alta,2,Research Scientist,Alta,Married,3697,9,No,14,Alta,Baja,2,12,3,10,9,8,44364,8739.708
40,No,Travel_Rarely,Sales,1,Primaria,Medical,Media,Baja,2,Sales Executive,Baja,Married,7457,2,Yes,22,Muy_Alta,Alta,3,6,2,4,0,2,89484,18791.64
29,Yes,Travel_Rarely,Research & Development,8,Primaria,Other,Media,Baja,1,Laboratory Technician,Baja,Married,2119,1,Yes,11,Alta,Muy_Alta,0,7,4,7,0,7,25428,4093.908
29,No,Travel_Rarely,Research & Development,9,Secundaria,Other,Media,Media,1,Laboratory Technician,Media,Single,3983,0,No,17,Alta,Alta,0,4,2,3,2,2,47796,9415.812
30,No,Travel_Rarely,Sales,5,Secundaria,Marketing,Muy_Alta,Media,2,Sales Executive,Media,Divorced,6118,1,No,13,Alta,Alta,3,10,2,10,1,2,73416,14976.864
27,No,Travel_Rarely,Sales,8,Universitaria,Marketing,Media,Alta,2,Sales Executive,Alta,Married,6214,1,No,18,Alta,Baja,1,8,3,8,0,7,74568,15211.872
37,No,Travel_Rarely,Research & Development,5,Universitaria,Medical,Muy_Alta,Alta,2,Manufacturing Director,Alta,Divorced,6347,7,No,16,Alta,Alta,2,8,2,6,0,4,76164,15994.439999999999
38,No,Travel_Rarely,Research & Development,15,Secundaria,Life Sciences,Alta,Media,3,Research Director,Media,Divorced,11510,0,Yes,14,Alta,Media,1,12,3,11,2,9,138120,29005.2
31,No,Travel_Rarely,Research & Development,7,Universitaria,Medical,Alta,Alta,3,Manufacturing Director,Alta,Single,7143,1,Yes,14,Alta,Alta,0,11,2,11,4,10,85716,18000.36
29,No,Travel_Rarely,Sales,10,Secundaria,Marketing,Muy_Alta,Media,2,Sales Executive,Media,Divorced,8268,1,Yes,14,Alta,Baja,2,7,2,7,1,7,99216,20835.36
35,No,Travel_Rarely,Research & Development,5,Universitaria,Technical Degree,Alta,Alta,3,Manufacturing Director,Alta,Single,8095,0,No,13,Alta,Muy_Alta,0,17,5,16,0,13,97140,20399.399999999998
23,No,Travel_Rarely,Research & Development,26,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Divorced,2904,1,No,12,Alta,Alta,2,4,2,4,0,2,34848,6865.0560000000005
41,No,Travel_Rarely,Research & Development,6,Secundaria,Medical,Muy_Alta,Media,2,Manufacturing Director,Media,Single,6032,6,Yes,15,Alta,Muy_Alta,0,8,3,5,1,2,72384,14766.336
47,No,Travel_Frequently,Sales,4,Universitaria,Medical,Media,Alta,2,Sales Representative,Alta,Single,2976,3,No,19,Alta,Baja,0,5,3,0,0,0,35712,7035.264
42,No,Travel_Rarely,Research & Development,23,Universitaria,Life Sciences,Baja,Alta,4,Research Director,Alta,Single,15992,2,No,14,Alta,Media,0,16,2,1,0,0,191904,40299.84
29,No,Non-Travel,Sales,2,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4649,1,No,14,Alta,Baja,1,4,3,4,0,2,55788,11380.751999999999
42,No,Travel_Rarely,Human Resources,2,Universitaria,Technical Degree,Alta,Alta,1,Human Resources,Alta,Divorced,2696,0,Yes,11,Alta,Alta,1,4,5,3,1,0,32352,6373.344
32,No,Travel_Rarely,Research & Development,2,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Married,2370,1,No,13,Alta,Alta,1,8,4,8,0,7,28440,4578.84
48,No,Travel_Rarely,Sales,29,Universitaria,Medical,Baja,Alta,3,Manager,Alta,Married,12504,3,No,21,Muy_Alta,Media,1,15,3,0,0,0,150048,31510.079999999998
37,No,Travel_Rarely,Research & Development,6,Master,Medical,Alta,Muy_Alta,2,Research Scientist,Muy_Alta,Divorced,5974,4,Yes,13,Alta,Baja,2,13,2,7,6,7,71688,14624.351999999999
30,No,Non-Travel,Sales,25,Universitaria,Technical Degree,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4736,7,Yes,12,Alta,Media,1,4,2,2,2,2,56832,11593.728
26,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Married,5296,1,No,17,Alta,Media,1,8,3,8,7,7,63552,12964.607999999998
42,No,Travel_Rarely,Research & Development,2,Secundaria,Other,Baja,Media,2,Healthcare Representative,Media,Single,6781,3,No,23,Muy_Alta,Media,0,14,6,1,0,0,81372,17088.12
21,Yes,Travel_Frequently,Sales,1,Secundaria,Technical Degree,Baja,Media,1,Sales Representative,Media,Single,2174,1,Yes,11,Alta,Alta,0,3,3,3,1,2,26088,4200.168
36,No,Non-Travel,Sales,1,Universitaria,Medical,Muy_Alta,Alta,2,Sales Executive,Alta,Single,6653,4,No,15,Alta,Media,0,7,6,1,0,0,79836,16765.559999999998
36,No,Travel_Frequently,Sales,3,Secundaria,Medical,Baja,Media,3,Sales Executive,Media,Married,9699,4,No,11,Alta,Baja,1,16,2,13,1,12,116388,24441.48
57,No,Travel_Rarely,Research & Development,1,Universitaria,Medical,Muy_Alta,Alta,2,Healthcare Representative,Alta,Married,6755,2,No,11,Alta,Alta,0,15,2,3,1,2,81060,17022.6
40,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,Muy_Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,2213,3,Yes,13,Alta,Alta,1,10,3,7,1,7,26556,4275.5160000000005
21,No,Non-Travel,Sales,9,Universitaria,Medical,Baja,Alta,1,Sales Representative,Alta,Single,2610,1,No,24,Muy_Alta,Alta,0,3,3,3,2,2,31320,6170.04
33,Yes,Travel_Rarely,Sales,5,Universitaria,Marketing,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2851,1,Yes,13,Alta,Media,0,1,2,1,0,0,34212,6739.764
37,No,Travel_Rarely,Research & Development,10,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Married,3452,6,No,20,Muy_Alta,Media,1,17,3,5,0,3,41424,8160.528
46,No,Non-Travel,Research & Development,7,Universitaria,Medical,Alta,Alta,2,Manufacturing Director,Alta,Married,5258,2,No,14,Alta,Alta,0,7,2,1,0,0,63096,12871.583999999999
41,Yes,Travel_Frequently,Sales,4,Universitaria,Marketing,Baja,Alta,2,Sales Executive,Alta,Single,9355,1,No,18,Alta,Alta,0,8,5,8,7,7,112260,23574.6
50,No,Travel_Rarely,Research & Development,10,Secundaria,Technical Degree,Muy_Alta,Media,3,Healthcare Representative,Media,Single,10496,6,No,15,Alta,Muy_Alta,0,20,2,4,1,3,125952,26449.92
40,Yes,Travel_Rarely,Sales,22,Secundaria,Marketing,Alta,Media,2,Sales Executive,Media,Married,6380,2,Yes,12,Alta,Baja,2,8,6,6,1,0,76560,16077.599999999999
31,No,Travel_Rarely,Research & Development,9,Secundaria,Life Sciences,Alta,Media,1,Research Scientist,Media,Single,2657,0,Yes,16,Alta,Muy_Alta,0,3,5,2,2,2,31884,6281.148
21,Yes,Travel_Rarely,Sales,12,Master,Life Sciences,Alta,Muy_Alta,1,Sales Representative,Alta,Single,2716,1,No,15,Alta,Muy_Alta,0,1,0,1,0,0,32592,6420.624000000001
29,No,Travel_Rarely,Research & Development,23,Universitaria,Life Sciences,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2201,9,No,16,Alta,Muy_Alta,0,6,4,3,1,2,26412,4252.332
35,No,Travel_Rarely,Research & Development,9,Secundaria,Life Sciences,Alta,Media,2,Healthcare Representative,Media,Single,6540,9,No,19,Alta,Alta,0,10,5,1,0,0,78480,16480.8
27,No,Travel_Rarely,Research & Development,1,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,3816,1,No,11,Alta,Media,1,5,2,5,0,4,45792,9021.024000000001
28,No,Travel_Rarely,Sales,9,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Single,5253,1,No,16,Alta,Muy_Alta,0,7,1,7,0,7,63036,12859.344
49,No,Travel_Rarely,Research & Development,7,Secundaria,Other,Media,Media,3,Healthcare Representative,Media,Single,10965,8,No,24,Muy_Alta,Alta,0,26,2,5,0,0,131580,27631.8
51,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Married,4936,4,No,11,Alta,Alta,1,18,2,7,0,7,59232,12083.328
36,No,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,1,Research Scientist,Alta,Married,2543,4,No,13,Alta,Media,1,6,3,2,2,2,30516,6011.652
34,Yes,Non-Travel,Sales,19,Master,Marketing,Baja,Muy_Alta,2,Sales Executive,Muy_Alta,Single,5304,8,Yes,13,Alta,Media,0,9,3,5,0,4,63648,12984.192
55,No,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Alta,Alta,4,Manager,Alta,Single,16659,2,Yes,13,Alta,Alta,0,30,2,5,1,2,199908,41980.68
24,No,Travel_Rarely,Sales,10,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4260,1,Yes,12,Alta,Muy_Alta,1,5,2,5,0,3,51120,10428.48
30,No,Travel_Rarely,Sales,2,Universitaria,Technical Degree,Alta,Alta,1,Sales Representative,Alta,Married,2476,1,No,18,Alta,Baja,1,1,3,1,0,0,29712,4783.6320000000005
26,Yes,Travel_Frequently,Research & Development,3,Universitaria,Technical Degree,Alta,Alta,1,Research Scientist,Alta,Single,3102,0,No,22,Muy_Alta,Alta,0,7,2,6,0,4,37224,7333.128000000001
22,No,Travel_Rarely,Research & Development,11,Universitaria,Medical,Baja,Alta,1,Research Scientist,Alta,Married,2244,1,No,13,Alta,Muy_Alta,1,2,1,2,1,2,26928,4335.408
36,No,Travel_Rarely,Sales,2,Universitaria,Medical,Media,Media,3,Sales Executive,Media,Married,7596,1,No,13,Alta,Media,2,10,2,10,9,0,91152,19141.92
30,Yes,Travel_Frequently,Research & Development,4,Universitaria,Technical Degree,Alta,Alta,1,Research Scientist,Alta,Single,2285,9,Yes,23,Muy_Alta,Alta,0,3,4,1,0,0,27420,4414.62
37,No,Travel_Rarely,Research & Development,14,Universitaria,Life Sciences,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,3034,1,No,12,Alta,Alta,1,18,2,18,12,17,36408,7172.376
40,No,Travel_Rarely,Sales,2,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,5715,7,No,12,Alta,Alta,2,8,5,5,1,3,68580,13990.32
42,No,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,Media,Alta,1,Laboratory Technician,Alta,Divorced,2576,3,No,16,Alta,Media,1,8,5,5,1,2,30912,6089.664000000001
37,No,Travel_Rarely,Research & Development,10,Universitaria,Life Sciences,Alta,Alta,2,Manufacturing Director,Alta,Single,4197,2,Yes,12,Alta,Muy_Alta,0,18,2,1,0,1,50364,10274.256
43,No,Travel_Rarely,Research & Development,12,Secundaria,Life Sciences,Baja,Media,4,Research Director,Media,Divorced,14336,1,No,11,Alta,Alta,1,25,3,25,3,9,172032,36126.72
40,No,Travel_Rarely,Research & Development,2,Secundaria,Medical,Media,Media,2,Laboratory Technician,Alta,Married,3448,6,No,22,Muy_Alta,Media,1,20,3,1,0,0,41376,8151.072
54,No,Travel_Rarely,Research & Development,5,Universitaria,Medical,Baja,Alta,5,Research Director,Alta,Married,19406,4,No,11,Alta,Alta,1,24,4,4,1,2,232872,48903.119999999995
34,No,Non-Travel,Sales,4,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Married,6538,9,No,15,Alta,Baja,1,6,3,3,1,2,78456,16475.76
31,No,Travel_Rarely,Research & Development,7,Universitaria,Medical,Media,Alta,2,Manufacturing Director,Alta,Married,4306,1,No,12,Alta,Media,1,13,5,13,3,12,51672,10541.088
43,No,Travel_Frequently,Research & Development,21,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,2258,7,No,20,Muy_Alta,Baja,1,8,1,3,1,2,27096,4362.456
43,No,Travel_Rarely,Research & Development,8,Universitaria,Other,Alta,Alta,2,Healthcare Representative,Alta,Divorced,4522,4,Yes,14,Alta,Muy_Alta,0,8,3,5,0,2,54264,11069.856
25,No,Travel_Rarely,Sales,4,Secundaria,Life Sciences,Media,Media,2,Sales Executive,Media,Single,4487,1,Yes,11,Alta,Media,0,5,3,5,1,3,53844,10984.176
37,No,Non-Travel,Research & Development,25,Universitaria,Medical,Media,Alta,2,Research Scientist,Alta,Married,4449,3,Yes,15,Alta,Baja,2,15,2,13,10,7,53388,10891.152
31,No,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2218,1,No,12,Alta,Alta,1,4,3,4,3,2,26616,4285.176
39,No,Travel_Frequently,Research & Development,1,Universitaria,Life Sciences,Media,Alta,5,Manager,Alta,Divorced,19197,1,Yes,14,Alta,Alta,1,21,3,21,1,6,230364,48376.439999999995
56,No,Travel_Frequently,Sales,6,Master,Life Sciences,Alta,Muy_Alta,4,Sales Executive,Muy_Alta,Married,13212,9,No,11,Alta,Muy_Alta,3,36,0,7,7,7,158544,33294.24
30,No,Travel_Rarely,Sales,12,Universitaria,Technical Degree,Media,Alta,2,Sales Executive,Alta,Single,6577,0,No,11,Alta,Media,0,6,6,5,4,4,78924,16574.04
41,No,Travel_Rarely,Sales,1,Master,Marketing,Media,Muy_Alta,3,Sales Executive,Alta,Married,8392,1,No,16,Alta,Alta,1,10,2,10,0,7,100704,21147.84
28,No,Travel_Rarely,Research & Development,17,Universitaria,Medical,Alta,Alta,2,Laboratory Technician,Alta,Divorced,4558,1,No,12,Alta,Muy_Alta,1,10,2,10,1,8,54696,11157.983999999999
25,Yes,Travel_Rarely,Research & Development,3,Universitaria,Medical,Baja,Alta,1,Laboratory Technician,Alta,Married,4031,5,No,13,Alta,Alta,1,6,5,2,0,2,48372,9529.284
52,No,Travel_Rarely,Research & Development,3,Secundaria,Medical,Muy_Alta,Media,3,Manufacturing Director,Media,Married,7969,2,Yes,14,Alta,Alta,0,28,4,5,0,4,95628,20081.88
45,No,Travel_Rarely,Research & Development,10,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Married,2654,3,No,21,Muy_Alta,Muy_Alta,2,8,3,2,0,2,31848,6274.0560000000005
52,No,Travel_Rarely,Research & Development,4,Universitaria,Life Sciences,Muy_Alta,Alta,4,Manager,Alta,Married,16555,2,No,13,Alta,Muy_Alta,0,31,2,5,1,4,198660,41718.6
42,No,Travel_Frequently,Research & Development,29,Universitaria,Life Sciences,Baja,Alta,2,Research Scientist,Alta,Divorced,4556,2,No,11,Alta,Media,1,19,3,5,0,2,54672,11153.088
30,No,Travel_Rarely,Research & Development,2,Primaria,Life Sciences,Alta,Baja,2,Manufacturing Director,Baja,Single,6091,2,No,20,Muy_Alta,Alta,0,11,2,5,0,2,73092,14910.767999999998
60,No,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,Baja,Alta,5,Manager,Alta,Married,19566,5,No,11,Alta,Muy_Alta,0,33,5,29,11,10,234792,49306.32
46,No,Travel_Rarely,Research & Development,18,Universitaria,Medical,Alta,Alta,2,Manufacturing Director,Alta,Divorced,4810,2,No,14,Alta,Alta,1,19,5,10,0,8,57720,11774.88
42,No,Travel_Frequently,Research & Development,28,Universitaria,Technical Degree,Muy_Alta,Alta,2,Healthcare Representative,Alta,Married,4523,0,No,11,Alta,Muy_Alta,3,7,4,6,0,4,54276,11072.304
24,Yes,Travel_Rarely,Sales,1,Universitaria,Technical Degree,Baja,Alta,1,Sales Representative,Alta,Single,3202,1,Yes,16,Alta,Media,0,6,4,5,1,4,38424,7569.528
34,Yes,Travel_Frequently,Sales,6,Primaria,Marketing,Muy_Alta,Baja,1,Sales Representative,Baja,Divorced,2351,0,No,16,Alta,Muy_Alta,1,3,3,2,1,0,28212,4542.1320000000005
38,No,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,1702,1,Yes,23,Muy_Alta,Alta,1,1,3,1,0,0,20424,3288.264
40,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Alta,Alta,5,Manager,Alta,Married,18041,0,No,14,Alta,Muy_Alta,0,21,2,20,1,12,216492,45463.32
26,No,Travel_Rarely,Research & Development,23,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Divorced,2886,1,No,22,Muy_Alta,Media,2,3,3,3,0,2,34632,6822.504
30,No,Non-Travel,Research & Development,3,Universitaria,Life Sciences,Alta,Alta,1,Laboratory Technician,Alta,Married,2097,4,No,15,Alta,Alta,1,9,3,5,1,4,25164,4051.404
29,No,Travel_Rarely,Research & Development,3,Secundaria,Medical,Media,Media,3,Research Director,Media,Married,11935,1,No,18,Alta,Alta,0,10,2,10,0,7,143220,30076.199999999997
29,Yes,Travel_Rarely,Research & Development,25,Secundaria,Technical Degree,Alta,Media,1,Research Scientist,Media,Married,2546,5,No,16,Alta,Media,0,6,2,2,1,1,30552,6018.744000000001
19,Yes,Travel_Rarely,Human Resources,2,Secundaria,Technical Degree,Baja,Media,1,Human Resources,Media,Single,2564,1,No,12,Alta,Alta,0,1,3,1,0,0,30768,6061.296
30,No,Non-Travel,Sales,22,Universitaria,Other,Alta,Alta,3,Sales Executive,Alta,Married,8412,0,No,11,Alta,Alta,0,10,3,9,7,8,100944,21198.239999999998
57,No,Travel_Rarely,Sales,29,Secundaria,Marketing,Baja,Media,4,Manager,Media,Divorced,14118,3,No,12,Alta,Alta,1,32,3,1,0,0,169416,35577.36
50,No,Travel_Rarely,Research & Development,29,Secundaria,Life Sciences,Media,Media,4,Manager,Media,Married,17046,0,No,15,Alta,Media,1,28,2,27,15,7,204552,42955.92
30,No,Non-Travel,Research & Development,2,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Single,2564,0,No,14,Alta,Alta,0,12,2,11,6,7,30768,6061.296
60,No,Travel_Frequently,Sales,28,Secundaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,10266,4,No,19,Alta,Muy_Alta,0,22,5,18,13,11,123192,25870.32
47,No,Travel_Rarely,Research & Development,2,Universitaria,Medical,Baja,Alta,2,Manufacturing Director,Alta,Divorced,5070,5,No,13,Alta,Alta,3,20,2,5,0,4,60840,12411.359999999999
46,No,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Baja,Alta,4,Research Director,Alta,Married,17861,6,No,13,Alta,Alta,0,26,2,3,0,1,214332,45009.72
35,No,Travel_Rarely,Research & Development,22,Primaria,Life Sciences,Muy_Alta,Baja,1,Laboratory Technician,Alta,Single,4230,0,No,15,Alta,Alta,0,6,2,5,4,3,50760,10355.039999999999
54,No,Travel_Rarely,Research & Development,8,Universitaria,Life Sciences,Alta,Alta,2,Laboratory Technician,Alta,Single,3780,7,No,11,Alta,Alta,0,19,3,1,0,0,45360,8935.92
34,No,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,Muy_Alta,Media,1,Research Scientist,Media,Divorced,2768,3,No,12,Alta,Alta,1,14,3,7,5,7,33216,6543.552000000001
46,No,Travel_Rarely,Sales,10,Secundaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,9071,2,Yes,19,Alta,Alta,1,15,3,3,1,2,108852,22858.92
31,No,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,Alta,Alta,3,Manufacturing Director,Alta,Divorced,10648,1,No,25,Muy_Alta,Muy_Alta,1,13,6,13,0,8,127776,26832.96
33,Yes,Travel_Rarely,Research & Development,15,Universitaria,Medical,Media,Alta,3,Manager,Alta,Married,13610,7,Yes,12,Alta,Muy_Alta,0,15,2,7,7,7,163320,34297.2
33,Yes,Travel_Rarely,Research & Development,10,Primaria,Medical,Baja,Baja,1,Laboratory Technician,Baja,Divorced,3408,7,No,13,Alta,Baja,3,8,2,4,1,3,40896,8056.512000000001
30,No,Travel_Rarely,Sales,7,Universitaria,Marketing,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2983,0,No,14,Alta,Baja,0,4,3,3,1,2,35796,7051.812
35,No,Travel_Rarely,Research & Development,16,Universitaria,Life Sciences,Muy_Alta,Alta,3,Healthcare Representative,Alta,Married,7632,4,Yes,12,Alta,Alta,0,10,2,8,0,0,91584,19232.64
31,Yes,Travel_Frequently,Research & Development,20,Universitaria,Life Sciences,Baja,Alta,3,Healthcare Representative,Alta,Married,9824,3,No,12,Alta,Baja,0,12,2,1,0,0,117888,24756.48
34,Yes,Travel_Frequently,Human Resources,23,Universitaria,Human Resources,Media,Alta,3,Human Resources,Alta,Divorced,9950,9,Yes,15,Alta,Alta,3,11,2,3,0,2,119400,25074.0
42,No,Travel_Frequently,Research & Development,5,Universitaria,Other,Media,Alta,1,Laboratory Technician,Alta,Married,2093,4,No,17,Alta,Muy_Alta,1,8,4,2,2,0,25116,4043.676
36,No,Non-Travel,Sales,10,Universitaria,Medical,Media,Alta,3,Sales Executive,Alta,Single,9980,1,No,14,Alta,Muy_Alta,0,10,3,10,9,7,119760,25149.6
22,Yes,Travel_Frequently,Research & Development,4,Secundaria,Technical Degree,Alta,Media,1,Laboratory Technician,Media,Single,3894,5,No,16,Alta,Alta,0,4,3,2,1,2,46728,9205.416000000001
48,No,Travel_Rarely,Sales,2,Universitaria,Marketing,Media,Alta,2,Sales Executive,Alta,Married,4051,2,No,14,Alta,Baja,1,14,2,9,6,7,48612,9576.564
55,No,Travel_Rarely,Sales,18,Universitaria,Life Sciences,Baja,Alta,4,Manager,Alta,Single,16835,3,No,23,Muy_Alta,Muy_Alta,0,37,2,10,7,7,202020,42424.2
